awaypos,card_type,comment,del,elapsed,elapsed_plus,event_incident_typefk,goal_type,homepos,id,injury_time,match_id,n,pos_x,pos_y,possession,sortorder,stats,subtype,type,value
58,,42,,88,,352,,42,5013426,,15449,619,,,,2,,possession,special,
54,,46,,21,,352,,46,5011838,,15450,165,,,,2,,possession,special,
51,,49,,45,1,352,,49,5012311,,15450,315,,,,5,,possession,special,
51,,49,,69,,352,,49,5013018,,15450,484,,,,0,,possession,special,
51,,49,,87,,352,,49,5013546,,15450,700,,,,1,,possession,special,
32,,68,,25,,352,,68,5014671,,15451,144,,,,0,,possession,special,
34,,66,,45,,352,,66,5015106,,15451,292,,,,0,,possession,special,
41,,59,,66,,352,,59,5015755,,15451,443,,,,0,,possession,special,
48,,52,,90,,352,,52,5016241,,15451,582,,,,2,,possession,special,
39,,61,,24,,352,,61,5040165,,15452,191,,,,1,,possession,special,
44,,56,,45,,352,,56,5040389,,15452,338,,,,0,,possession,special,
46,,54,,67,,352,,54,5040812,,15452,487,,,,1,,possession,special,
46,,54,,22,,352,,54,5040143,,15453,174,,,,4,,possession,special,
39,,61,,45,,352,,61,5040373,,15453,477,,,,0,,possession,special,
36,,64,,67,,352,,64,5040859,,15453,654,,,,0,,possession,special,
37,,63,,90,,352,,63,5041332,,15453,966,,,,2,,possession,special,
40,,60,,20,,352,,60,5041068,,15454,183,,,,0,,possession,special,
40,,60,,41,,352,,60,5041446,,15454,403,,,,0,,possession,special,
41,,59,,65,,352,,59,5042023,,15454,622,,,,4,,possession,special,
50,,50,,22,,352,,50,5042058,,15455,147,,,,2,,possession,special,
52,,48,,44,,352,,48,5042443,,15455,219,,,,0,,possession,special,
51,,49,,69,,352,,49,5042972,,15455,390,,,,0,,possession,special,
53,,47,,87,,352,,47,5043141,,15455,485,,,,1,,possession,special,
62,,38,,24,,352,,38,5042147,,15456,176,,,,0,,possession,special,
58,,42,,45,,352,,42,5042510,,15456,348,,,,0,,possession,special,
59,,41,,66,,352,,41,5042957,,15456,472,,,,3,,possession,special,
58,,42,,90,1,352,,42,5043197,,15456,585,,,,1,,possession,special,
52,,48,,23,,352,,48,5044046,,15457,150,,,,2,,possession,special,
40,,60,,45,1,352,,60,5044181,,15457,246,,,,4,,possession,special,
42,,58,,65,,352,,58,5044424,,15457,338,,,,3,,possession,special,
43,,57,,90,3,352,,57,5044727,,15457,511,,,,4,,possession,special,
39,,61,,25,,352,,61,5045086,,15458,112,,,,3,,possession,special,
35,,65,,45,,352,,65,5045535,,15458,217,,,,0,,possession,special,
33,,67,,65,,352,,67,5046363,,15458,343,,,,1,,possession,special,
32,,68,,89,,352,,68,5046853,,15458,543,,,,3,,possession,special,
46,,54,,22,,352,,54,5045043,,15459,67,,,,0,,possession,special,
46,,54,,44,,352,,54,5045502,,15459,230,,,,5,,possession,special,
46,,54,,65,,352,,54,5046352,,15459,329,,,,1,,possession,special,
47,,53,,88,,352,,53,5046786,,15459,454,,,,4,,possession,special,
66,,34,,21,,352,,34,5047932,,15460,122,,,,1,,possession,special,
60,,40,,41,,352,,40,5048286,,15460,222,,,,2,,possession,special,
57,,43,,71,,352,,43,5048855,,15460,378,,,,0,,possession,special,
56,,44,,88,,352,,44,5049098,,15460,474,,,,2,,possession,special,
27,,73,,22,,352,,73,5059453,,15461,131,,,,0,,possession,special,
35,,65,,43,,352,,65,5059619,,15461,299,,,,3,,possession,special,
34,,66,,69,,352,,66,5059979,,15461,552,,,,0,,possession,special,
32,,68,,89,,352,,68,5060113,,15461,637,,,,0,,possession,special,
28,,72,,22,,352,,72,5064026,,15462,165,,,,2,,possession,special,
29,,71,,45,1,352,,71,5064201,,15462,330,,,,0,,possession,special,
34,,66,,68,,352,,66,5064518,,15462,445,,,,1,,possession,special,
32,,68,,90,1,352,,68,5064932,,15462,676,,,,10,,possession,special,
74,,26,,22,,352,,26,5064731,,15463,225,,,,2,,possession,special,
64,,36,,42,,352,,36,5065057,,15463,431,,,,3,,possession,special,
59,,41,,65,,352,,41,5065556,,15463,561,,,,1,,possession,special,
60,,40,,86,,352,,40,5065779,,15463,675,,,,3,,possession,special,
55,,45,,23,,352,,45,5065593,,15464,161,,,,0,,possession,special,
48,,52,,45,1,352,,52,5066018,,15464,355,,,,4,,possession,special,
42,,58,,68,,352,,58,5066506,,15464,507,,,,0,,possession,special,
42,,58,,90,5,352,,58,5066779,,15464,720,,,,23,,possession,special,
27,,73,,21,,352,,73,5067279,,15465,100,,,,1,,possession,special,
35,,65,,44,,352,,65,5067406,,15465,219,,,,3,,possession,special,
37,,63,,71,,352,,63,5067776,,15465,358,,,,0,,possession,special,
43,,57,,90,,352,,57,5067974,,15465,489,,,,2,,possession,special,
62,,38,,23,,352,,38,5068404,,15466,121,,,,0,,possession,special,
62,,38,,44,,352,,38,5068786,,15466,312,,,,2,,possession,special,
58,,42,,67,,352,,42,5069581,,15466,469,,,,1,,possession,special,
55,,45,,88,,352,,45,5070064,,15466,639,,,,0,,possession,special,
41,,59,,26,,352,,59,5068449,,15467,178,,,,0,,possession,special,
37,,63,,45,3,352,,63,5068915,,15467,336,,,,10,,possession,special,
37,,63,,67,,352,,63,5069629,,15467,504,,,,2,,possession,special,
39,,61,,90,7,352,,61,5070386,,15467,786,,,,24,,possession,special,
57,,43,,23,,352,,43,5068456,,15468,109,,,,1,,possession,special,
47,,53,,45,1,352,,53,5068979,,15468,330,,,,3,,possession,special,
51,,49,,68,,352,,49,5070000,,15468,576,,,,0,,possession,special,
54,,46,,90,2,352,,46,5070512,,15468,689,,,,11,,possession,special,
44,,56,,20,,352,,56,5071070,,15469,103,,,,0,,possession,special,
46,,54,,40,,352,,54,5071462,,15469,283,,,,2,,possession,special,
50,,50,,67,,352,,50,5072227,,15469,433,,,,3,,possession,special,
46,,54,,89,,352,,54,5072498,,15469,544,,,,2,,possession,special,
41,,59,,22,,352,,59,5078341,,15470,141,,,,1,,possession,special,
46,,54,,45,,352,,54,5078484,,15470,225,,,,1,,possession,special,
42,,58,,66,,352,,58,5078835,,15470,348,,,,3,,possession,special,
40,,60,,90,2,352,,60,5078999,,15470,483,,,,5,,possession,special,
45,,55,,24,,352,,55,5083491,,15471,174,,,,0,,possession,special,
50,,50,,45,1,352,,50,5083728,,15471,330,,,,9,,possession,special,
53,,47,,67,,352,,47,5084127,,15471,481,,,,0,,possession,special,
52,,48,,90,1,352,,48,5084629,,15471,643,,,,3,,possession,special,
60,,40,,22,,352,,40,5084382,,15472,187,,,,0,,possession,special,
56,,44,,45,,352,,44,5084841,,15472,344,,,,2,,possession,special,
54,,46,,68,,352,,46,5085427,,15472,485,,,,0,,possession,special,
50,,50,,90,2,352,,50,5085899,,15472,610,,,,8,,possession,special,
53,,47,,23,,352,,47,5084390,,15473,134,,,,1,,possession,special,
43,,57,,45,1,352,,57,5084838,,15473,224,,,,5,,possession,special,
42,,58,,68,,352,,58,5085384,,15473,348,,,,1,,possession,special,
45,,55,,90,2,352,,55,5085855,,15473,469,,,,6,,possession,special,
47,,53,,25,,352,,53,5085443,,15474,99,,,,1,,possession,special,
39,,61,,45,,352,,61,5085836,,15474,173,,,,0,,possession,special,
34,,66,,62,,352,,66,5086247,,15474,282,,,,2,,possession,special,
53,,47,,25,,352,,47,5087009,,15475,92,,,,0,,possession,special,
55,,45,,45,,352,,45,5087146,,15475,206,,,,0,,possession,special,
57,,43,,66,,352,,43,5087435,,15475,329,,,,0,,possession,special,
57,,43,,90,2,352,,43,5087718,,15475,471,,,,7,,possession,special,
51,,49,,22,,352,,49,5088025,,15476,101,,,,0,,possession,special,
46,,54,,45,,352,,54,5088421,,15476,311,,,,0,,possession,special,
45,,55,,67,,352,,55,5089087,,15476,453,,,,5,,possession,special,
45,,55,,90,,352,,55,5089567,,15476,658,,,,0,,possession,special,
34,,66,,20,,352,,66,5087997,,15477,126,,,,4,,possession,special,
35,,65,,42,,352,,65,5088353,,15477,257,,,,2,,possession,special,
34,,66,,70,,352,,66,5089079,,15477,416,,,,1,,possession,special,
34,,66,,88,,352,,66,5089439,,15477,546,,,,0,,possession,special,
51,,49,,23,,352,,49,5090298,,15478,88,,,,0,,possession,special,
49,,51,,45,,352,,51,5090611,,15478,193,,,,2,,possession,special,
54,,46,,68,,352,,46,5091076,,15478,288,,,,0,,possession,special,
54,,46,,90,3,352,,46,5091580,,15478,465,,,,10,,possession,special,
35,,65,,26,,352,,65,5099168,,15479,213,,,,0,,possession,special,
41,,59,,45,1,352,,59,5099329,,15479,380,,,,5,,possession,special,
44,,56,,66,,352,,56,5099571,,15479,506,,,,3,,possession,special,
44,,56,,90,,352,,56,5099743,,15479,630,,,,1,,possession,special,
44,,56,,26,,352,,56,5105744,,15480,194,,,,3,,possession,special,
49,,51,,45,3,352,,51,5106176,,15480,323,,,,8,,possession,special,
51,,49,,66,,352,,49,5106562,,15480,436,,,,3,,possession,special,
52,,48,,90,4,352,,48,5106784,,15480,626,,,,16,,possession,special,
33,,67,,23,,352,,67,5104761,,15481,121,,,,0,,possession,special,
33,,67,,45,,352,,67,5105133,,15481,305,,,,1,,possession,special,
39,,61,,70,,352,,61,5105746,,15481,501,,,,0,,possession,special,
44,,56,,90,,352,,56,5106146,,15481,635,,,,0,,possession,special,
32,,68,,23,,352,,68,5104776,,15482,147,,,,1,,possession,special,
36,,64,,45,,352,,64,5105138,,15482,274,,,,0,,possession,special,
37,,63,,62,,352,,63,5105533,,15482,421,,,,3,,possession,special,
66,,34,,22,,352,,34,5103718,,15483,280,,,,3,,possession,special,
64,,36,,45,,352,,36,5103930,,15483,439,,,,2,,possession,special,
67,,33,,67,,352,,33,5104501,,15483,652,,,,3,,possession,special,
69,,31,,90,,352,,31,5104928,,15483,877,,,,0,,possession,special,
69,,31,,21,,352,,31,5107163,,15484,94,,,,5,,possession,special,
67,,33,,45,,352,,33,5107268,,15484,202,,,,2,,possession,special,
63,,37,,70,,352,,37,5107461,,15484,329,,,,0,,possession,special,
64,,36,,90,,352,,36,5107559,,15484,422,,,,1,,possession,special,
45,,55,,24,,352,,55,5107817,,15485,151,,,,1,,possession,special,
43,,57,,41,,352,,57,5108029,,15485,247,,,,0,,possession,special,
45,,55,,69,,352,,55,5108661,,15485,427,,,,2,,possession,special,
50,,50,,90,,352,,50,5109035,,15485,595,,,,5,,possession,special,
60,,40,,23,,352,,40,5107806,,15486,84,,,,2,,possession,special,
60,,40,,45,,352,,40,5108102,,15486,250,,,,3,,possession,special,
55,,45,,67,,352,,45,5108638,,15486,390,,,,6,,possession,special,
51,,49,,90,2,352,,49,5109043,,15486,541,,,,7,,possession,special,
43,,57,,25,,352,,57,5109620,,15487,231,,,,2,,possession,special,
53,,47,,70,,352,,47,5110453,,15487,568,,,,0,,possession,special,
54,,46,,90,2,352,,46,5110850,,15487,696,,,,7,,possession,special,
38,,62,,22,,352,,62,5116052,,15488,141,,,,3,,possession,special,
40,,60,,44,,352,,60,5116153,,15488,222,,,,0,,possession,special,
40,,60,,68,,352,,60,5116357,,15488,422,,,,0,,possession,special,
42,,58,,88,,352,,58,5116442,,15488,498,,,,3,,possession,special,
27,,73,,21,,352,,73,5124068,,15489,128,,,,1,,possession,special,
35,,65,,44,,352,,65,5124433,,15489,288,,,,0,,possession,special,
40,,60,,71,,352,,60,5125243,,15489,461,,,,0,,possession,special,
41,,59,,89,,352,,59,5125645,,15489,566,,,,0,,possession,special,
44,,56,,19,,352,,56,5121899,,15490,99,,,,4,,possession,special,
49,,51,,44,,352,,51,5122386,,15490,249,,,,2,,possession,special,
45,,55,,62,,352,,55,5122863,,15490,360,,,,0,,possession,special,
45,,55,,84,,352,,55,5123094,,15490,496,,,,2,,possession,special,
43,,57,,23,,352,,57,5121028,,15491,162,,,,1,,possession,special,
38,,62,,45,,352,,62,5121412,,15491,255,,,,1,,possession,special,
37,,63,,66,,352,,63,5121968,,15491,450,,,,1,,possession,special,
38,,62,,90,,352,,62,5122438,,15491,578,,,,3,,possession,special,
63,,37,,24,,352,,37,5120130,,15492,274,,,,1,,possession,special,
61,,39,,45,,352,,39,5120297,,15492,413,,,,0,,possession,special,
59,,41,,65,,352,,41,5120678,,15492,534,,,,0,,possession,special,
59,,41,,90,,352,,41,5121196,,15492,688,,,,0,,possession,special,
61,,39,,20,,352,,39,5123461,,15493,128,,,,3,,possession,special,
62,,38,,40,,352,,38,5123534,,15493,199,,,,0,,possession,special,
60,,40,,66,,352,,40,5123655,,15493,314,,,,1,,possession,special,
60,,40,,90,,352,,40,5123802,,15493,420,,,,3,,possession,special,
36,,64,,23,,352,,64,5124086,,15494,122,,,,0,,possession,special,
40,,60,,45,,352,,60,5124451,,15494,268,,,,1,,possession,special,
38,,62,,68,,352,,62,5125177,,15494,444,,,,0,,possession,special,
38,,62,,90,,352,,62,5125608,,15494,597,,,,0,,possession,special,
62,,38,,23,,352,,38,5124089,,15495,114,,,,0,,possession,special,
48,,52,,45,,352,,52,5124456,,15495,222,,,,0,,possession,special,
51,,49,,69,,352,,49,5125214,,15495,396,,,,0,,possession,special,
52,,48,,89,,352,,48,5125643,,15495,541,,,,3,,possession,special,
30,,70,,26,,352,,70,5126399,,15496,147,,,,0,,possession,special,
33,,67,,45,1,352,,67,5126627,,15496,266,,,,3,,possession,special,
32,,68,,72,,352,,68,5127129,,15496,472,,,,0,,possession,special,
32,,68,,90,1,352,,68,5127591,,15496,610,,,,2,,possession,special,
58,,42,,23,,352,,42,5179959,,15497,221,,,,4,,possession,special,
61,,39,,45,,352,,39,5180037,,15497,330,,,,2,,possession,special,
63,,37,,67,,352,,37,5180179,,15497,517,,,,0,,possession,special,
59,,41,,90,1,352,,41,5180272,,15497,614,,,,5,,possession,special,
44,,56,,22,,352,,56,5183471,,15498,155,,,,0,,possession,special,
47,,53,,45,,352,,53,5183644,,15498,360,,,,1,,possession,special,
44,,56,,67,,352,,56,5184045,,15498,507,,,,0,,possession,special,
43,,57,,90,,352,,57,5184503,,15498,824,,,,1,,possession,special,
42,,58,,23,,352,,58,5184315,,15499,205,,,,2,,possession,special,
44,,56,,45,,352,,56,5184732,,15499,422,,,,1,,possession,special,
45,,55,,71,,352,,55,5185613,,15499,679,,,,2,,possession,special,
44,,56,,90,2,352,,56,5185768,,15499,716,,,,3,,possession,special,
42,,58,,25,,352,,58,5184383,,15500,226,,,,2,,possession,special,
42,,58,,45,1,352,,58,5184774,,15500,479,,,,3,,possession,special,
38,,62,,68,,352,,62,5185312,,15500,666,,,,5,,possession,special,
33,,67,,90,5,352,,67,5185859,,15500,791,,,,18,,possession,special,
51,,49,,24,,352,,49,5185273,,15501,147,,,,2,,possession,special,
51,,49,,45,,352,,49,5185733,,15501,310,,,,3,,possession,special,
49,,51,,65,,352,,51,5186185,,15501,439,,,,4,,possession,special,
51,,49,,90,1,352,,49,5186345,,15501,550,,,,3,,possession,special,
70,,30,,22,,352,,30,5187027,,15502,99,,,,1,,possession,special,
65,,35,,45,,352,,35,5187157,,15502,211,,,,2,,possession,special,
61,,39,,67,,352,,39,5187330,,15502,273,,,,3,,possession,special,
58,,42,,90,,352,,42,5187493,,15502,465,,,,0,,possession,special,
35,,65,,23,,352,,65,5187713,,15503,95,,,,0,,possession,special,
42,,58,,45,1,352,,58,5188121,,15503,313,,,,9,,possession,special,
43,,57,,68,,352,,57,5188780,,15503,456,,,,6,,possession,special,
39,,61,,90,4,352,,61,5189219,,15503,628,,,,10,,possession,special,
54,,46,,24,,352,,46,5187714,,15504,110,,,,0,,possession,special,
52,,48,,45,2,352,,48,5188098,,15504,277,,,,5,,possession,special,
53,,47,,67,,352,,47,5188783,,15504,545,,,,0,,possession,special,
52,,48,,90,1,352,,48,5189172,,15504,668,,,,1,,possession,special,
52,,48,,23,,352,,48,5189900,,15505,123,,,,3,,possession,special,
51,,49,,40,,352,,49,5190053,,15505,196,,,,3,,possession,special,
52,,48,,66,,352,,48,5190329,,15505,308,,,,0,,possession,special,
53,,47,,90,1,352,,47,5190574,,15505,418,,,,3,,possession,special,
46,,54,,23,,352,,54,5203947,,15506,148,,,,1,,possession,special,
49,,51,,45,2,352,,51,5204114,,15506,284,,,,5,,possession,special,
47,,53,,68,,352,,53,5204370,,15506,420,,,,0,,possession,special,
47,,53,,90,3,352,,53,5204552,,15506,577,,,,12,,possession,special,
56,,44,,22,,352,,44,5209169,,15507,322,,,,0,,possession,special,
48,,52,,45,,352,,52,5209380,,15507,506,,,,2,,possession,special,
42,,58,,67,,352,,58,5209820,,15507,671,,,,1,,possession,special,
45,,55,,90,3,352,,55,5210372,,15507,979,,,,10,,possession,special,
48,,52,,22,,352,,52,5210115,,15508,132,,,,2,,possession,special,
55,,45,,45,,352,,45,5210581,,15508,329,,,,1,,possession,special,
58,,42,,68,,352,,42,5211183,,15508,439,,,,0,,possession,special,
58,,42,,90,2,352,,42,5211675,,15508,584,,,,5,,possession,special,
56,,44,,22,,352,,44,5210083,,15509,178,,,,1,,possession,special,
51,,49,,45,,352,,49,5210551,,15509,402,,,,1,,possession,special,
52,,48,,71,,352,,48,5211160,,15509,554,,,,0,,possession,special,
51,,49,,90,,352,,49,5211566,,15509,666,,,,1,,possession,special,
51,,49,,23,,352,,49,5211092,,15510,90,,,,1,,possession,special,
51,,49,,45,1,352,,49,5211561,,15510,193,,,,1,,possession,special,
45,,55,,65,,352,,55,5212050,,15510,283,,,,2,,possession,special,
45,,55,,90,,352,,55,5212267,,15510,407,,,,0,,possession,special,
51,,49,,22,,352,,49,5213271,,15511,97,,,,0,,possession,special,
55,,45,,43,,352,,45,5213398,,15511,228,,,,0,,possession,special,
58,,42,,87,,352,,42,5213771,,15511,453,,,,1,,possession,special,
35,,65,,21,,352,,65,5214037,,15512,112,,,,0,,possession,special,
47,,53,,45,,352,,53,5214470,,15512,256,,,,0,,possession,special,
50,,50,,72,,352,,50,5215407,,15512,395,,,,0,,possession,special,
46,,54,,90,,352,,54,5215850,,15512,537,,,,2,,possession,special,
38,,62,,26,,352,,62,5214069,,15513,135,,,,1,,possession,special,
46,,54,,45,1,352,,54,5214452,,15513,289,,,,2,,possession,special,
45,,55,,68,,352,,55,5215350,,15513,442,,,,0,,possession,special,
45,,55,,90,4,352,,55,5215909,,15513,609,,,,12,,possession,special,
59,,41,,23,,352,,41,5216840,,15514,139,,,,0,,possession,special,
62,,38,,43,,352,,38,5217047,,15514,236,,,,0,,possession,special,
56,,44,,66,,352,,44,5217433,,15514,369,,,,0,,possession,special,
58,,42,,90,1,352,,42,5217679,,15514,506,,,,5,,possession,special,
30,,70,,23,,352,,70,4670375,,15515,96,,,,0,,possession,special,
31,,69,,45,4,352,,69,4670552,,15515,192,,,,11,,possession,special,
29,,71,,66,,352,,71,4670899,,15515,298,,,,1,,possession,special,
27,,73,,90,1,352,,73,4671115,,15515,393,,,,4,,possession,special,
36,,64,,22,,352,,64,4676149,,15516,105,,,,1,,possession,special,
40,,60,,68,,352,,60,4676550,,15516,358,,,,1,,possession,special,
42,,58,,90,1,352,,58,4677029,,15516,452,,,,5,,possession,special,
48,,52,,21,,352,,52,4676738,,15517,96,,,,2,,possession,special,
45,,55,,42,,352,,55,4677161,,15517,186,,,,1,,possession,special,
44,,56,,67,,352,,56,4677861,,15517,313,,,,1,,possession,special,
45,,55,,86,,352,,55,4678291,,15517,386,,,,0,,possession,special,
48,,52,,22,,352,,52,4676732,,15518,99,,,,0,,possession,special,
51,,49,,45,4,352,,49,4677292,,15518,229,,,,20,,possession,special,
52,,48,,68,,352,,48,4677873,,15518,326,,,,0,,possession,special,
47,,53,,90,1,352,,53,4678411,,15518,424,,,,3,,possession,special,
45,,55,,23,,352,,55,4677790,,15519,121,,,,1,,possession,special,
54,,46,,45,,352,,46,4678290,,15519,232,,,,2,,possession,special,
57,,43,,67,,352,,43,4678878,,15519,345,,,,0,,possession,special,
57,,43,,90,2,352,,43,4679094,,15519,456,,,,8,,possession,special,
46,,54,,23,,352,,54,4680231,,15520,76,,,,0,,possession,special,
45,,55,,45,2,352,,55,4680315,,15520,172,,,,3,,possession,special,
45,,55,,69,,352,,55,4680515,,15520,286,,,,0,,possession,special,
46,,54,,90,1,352,,54,4680704,,15520,381,,,,5,,possession,special,
48,,52,,23,,352,,52,4681036,,15521,126,,,,0,,possession,special,
52,,48,,43,,352,,48,4681314,,15521,207,,,,0,,possession,special,
52,,48,,68,,352,,48,4681716,,15521,359,,,,2,,possession,special,
52,,48,,88,,352,,48,4681960,,15521,447,,,,1,,possession,special,
60,,40,,24,,352,,40,4681061,,15522,113,,,,0,,possession,special,
55,,45,,45,,352,,45,4681356,,15522,217,,,,0,,possession,special,
58,,42,,67,,352,,42,4681723,,15522,344,,,,2,,possession,special,
58,,42,,89,,352,,42,4682006,,15522,459,,,,1,,possession,special,
45,,55,,24,,352,,55,4682494,,15523,99,,,,0,,possession,special,
49,,51,,45,,352,,51,4682774,,15523,171,,,,0,,possession,special,
46,,54,,68,,352,,54,4683255,,15523,293,,,,3,,possession,special,
45,,55,,89,,352,,55,4683543,,15523,401,,,,2,,possession,special,
46,,54,,23,,352,,54,5220375,,15524,81,,,,4,,possession,special,
44,,56,,45,1,352,,56,5220432,,15524,207,,,,3,,possession,special,
44,,56,,67,,352,,56,5220519,,15524,379,,,,0,,possession,special,
46,,54,,90,1,352,,54,5220653,,15524,517,,,,6,,possession,special,
34,,66,,22,,352,,66,5220838,,15525,123,,,,0,,possession,special,
32,,68,,45,,352,,68,5220943,,15525,231,,,,1,,possession,special,
34,,66,,68,,352,,66,5221067,,15525,350,,,,6,,possession,special,
36,,64,,90,3,352,,64,5221148,,15525,476,,,,8,,possession,special,
63,,37,,25,,352,,37,5221854,,15526,166,,,,4,,possession,special,
56,,44,,45,2,352,,44,5221992,,15526,286,,,,8,,possession,special,
51,,49,,67,,352,,49,5222258,,15526,412,,,,4,,possession,special,
50,,50,,90,3,352,,50,5222512,,15526,558,,,,7,,possession,special,
43,,57,,22,,352,,57,5221835,,15527,111,,,,0,,possession,special,
49,,51,,45,,352,,51,5221986,,15527,252,,,,1,,possession,special,
50,,50,,67,,352,,50,5222256,,15527,418,,,,0,,possession,special,
54,,46,,90,3,352,,46,5222521,,15527,611,,,,14,,possession,special,
29,,71,,22,,352,,71,5222371,,15528,126,,,,1,,possession,special,
36,,64,,45,1,352,,64,5222582,,15528,256,,,,7,,possession,special,
39,,61,,71,,352,,61,5222975,,15528,406,,,,2,,possession,special,
54,,46,,22,,352,,46,5222883,,15529,163,,,,0,,possession,special,
46,,54,,45,,352,,54,5223138,,15529,267,,,,1,,possession,special,
53,,47,,68,,352,,47,5223502,,15529,413,,,,1,,possession,special,
55,,45,,90,3,352,,45,5223710,,15529,554,,,,6,,possession,special,
21,,79,,24,,352,,79,5222932,,15530,153,,,,1,,possession,special,
27,,73,,45,6,352,,73,5223227,,15530,278,,,,13,,possession,special,
29,,71,,67,,352,,71,5223635,,15530,476,,,,3,,possession,special,
31,,69,,90,4,352,,69,5223757,,15530,567,,,,10,,possession,special,
52,,48,,22,,352,,48,5224241,,15531,66,,,,0,,possession,special,
53,,47,,45,,352,,47,5224286,,15531,140,,,,0,,possession,special,
53,,47,,67,,352,,47,5224467,,15531,236,,,,1,,possession,special,
52,,48,,90,,352,,48,5224584,,15531,328,,,,0,,possession,special,
30,,70,,22,,352,,70,5224919,,15532,142,,,,0,,possession,special,
38,,62,,45,,352,,62,5225102,,15532,274,,,,0,,possession,special,
41,,59,,67,,352,,59,5225312,,15532,415,,,,2,,possession,special,
40,,60,,90,,352,,60,5225446,,15532,532,,,,0,,possession,special,
28,,72,,22,,352,,72,5225797,,15533,133,,,,3,,possession,special,
36,,64,,45,1,352,,64,5225924,,15533,242,,,,8,,possession,special,
35,,65,,26,,352,,65,5229522,,15534,180,,,,3,,possession,special,
37,,63,,45,1,352,,63,5229692,,15534,278,,,,5,,possession,special,
32,,68,,67,,352,,68,5230174,,15534,427,,,,5,,possession,special,
32,,68,,90,1,352,,68,5230763,,15534,615,,,,3,,possession,special,
48,,52,,21,,352,,52,5230498,,15535,156,,,,0,,possession,special,
46,,54,,45,,352,,54,5231042,,15535,402,,,,0,,possession,special,
44,,56,,71,,352,,56,5231913,,15535,633,,,,1,,possession,special,
45,,55,,90,,352,,55,5232384,,15535,734,,,,0,,possession,special,
22,,78,,25,,352,,78,5230532,,15536,244,,,,1,,possession,special,
30,,70,,45,1,352,,70,5231021,,15536,471,,,,0,,possession,special,
32,,68,,70,,352,,68,5231740,,15536,663,,,,0,,possession,special,
38,,62,,89,,352,,62,5232206,,15536,798,,,,0,,possession,special,
56,,44,,25,,352,,44,5231791,,15537,186,,,,0,,possession,special,
48,,52,,45,,352,,52,5232298,,15537,269,,,,2,,possession,special,
50,,50,,67,,352,,50,5232890,,15537,381,,,,3,,possession,special,
50,,50,,90,,352,,50,5233102,,15537,468,,,,0,,possession,special,
48,,52,,20,,352,,52,5233831,,15538,76,,,,0,,possession,special,
59,,41,,42,,352,,41,5233962,,15538,164,,,,0,,possession,special,
59,,41,,67,,352,,41,5234215,,15538,277,,,,0,,possession,special,
57,,43,,90,1,352,,43,5234388,,15538,390,,,,4,,possession,special,
43,,57,,23,,352,,57,5234617,,15539,118,,,,1,,possession,special,
47,,53,,43,,352,,53,5234877,,15539,250,,,,2,,possession,special,
42,,58,,65,,352,,58,5235580,,15539,388,,,,1,,possession,special,
41,,59,,90,,352,,59,5236227,,15539,581,,,,0,,possession,special,
40,,60,,25,,352,,60,5234626,,15540,149,,,,3,,possession,special,
42,,58,,45,1,352,,58,5234928,,15540,316,,,,3,,possession,special,
38,,62,,71,,352,,62,5235652,,15540,494,,,,0,,possession,special,
35,,65,,90,3,352,,65,5236052,,15540,660,,,,8,,possession,special,
54,,46,,21,,352,,46,5236772,,15541,149,,,,1,,possession,special,
59,,41,,45,,352,,41,5237066,,15541,284,,,,1,,possession,special,
57,,43,,67,,352,,43,5237431,,15541,416,,,,0,,possession,special,
58,,42,,90,,352,,42,5237681,,15541,526,,,,3,,possession,special,
59,,41,,24,,352,,41,5250832,,15542,121,,,,0,,possession,special,
63,,37,,44,,352,,37,5250994,,15542,192,,,,0,,possession,special,
61,,39,,68,,352,,39,5251264,,15542,321,,,,1,,possession,special,
60,,40,,87,,352,,40,5251369,,15542,416,,,,2,,possession,special,
38,,62,,30,,352,,62,5257771,,15543,253,,,,0,,possession,special,
42,,58,,45,,352,,58,5257964,,15543,335,,,,2,,possession,special,
44,,56,,67,,352,,56,5258573,,15543,514,,,,0,,possession,special,
46,,54,,90,1,352,,54,5259174,,15543,817,,,,6,,possession,special,
35,,65,,25,,352,,65,5258872,,15544,148,,,,0,,possession,special,
45,,55,,43,,352,,55,5259309,,15544,312,,,,3,,possession,special,
45,,55,,68,,352,,55,5260014,,15544,498,,,,2,,possession,special,
46,,54,,90,4,352,,54,5260604,,15544,639,,,,12,,possession,special,
66,,34,,22,,352,,34,5258793,,15545,114,,,,0,,possession,special,
58,,42,,43,,352,,42,5259301,,15545,286,,,,0,,possession,special,
54,,46,,68,,352,,46,5260020,,15545,484,,,,0,,possession,special,
55,,45,,88,,352,,45,5260460,,15545,619,,,,3,,possession,special,
34,,66,,22,,352,,66,5259954,,15546,135,,,,0,,possession,special,
44,,56,,45,,352,,56,5260463,,15546,273,,,,1,,possession,special,
47,,53,,69,,352,,53,5261066,,15546,373,,,,3,,possession,special,
52,,48,,90,,352,,48,5261278,,15546,458,,,,3,,possession,special,
32,,68,,24,,352,,68,5262549,,15547,126,,,,1,,possession,special,
38,,62,,45,2,352,,62,5262773,,15547,261,,,,4,,possession,special,
33,,67,,70,,352,,67,5263049,,15547,384,,,,0,,possession,special,
36,,64,,90,,352,,64,5263286,,15547,512,,,,0,,possession,special,
60,,40,,20,,352,,40,5263619,,15548,139,,,,1,,possession,special,
